field,label,type_code,type_name,storage,pointer_file,has_description,has_input_transform,last_edited,help_prompt
0.36205,RECEIVING A&A BENEFITS?,S,SET OF CODES,.362;12,,True,True,2970715,Is this applicant receiving Aid and Attendance benefits?
0.3621,AMOUNT OF AID & ATTENDANCE,N,NUMERIC,.362;1,,True,True,2880923,If this applicant is in receipt of A&A benefits enter the dollar amount received per year.
0.36215,RECEIVING HOUSEBOUND BENEFITS?,S,SET OF CODES,.362;13,,True,True,2970715,Is this applicant in receipt of housebound benefits?
0.3622,AMOUNT OF HOUSEBOUND,N,NUMERIC,.362;2,,True,True,2880923,If this applicant is in receipt of housebound benefits enter the dollars amount received per year.
0.36225,RECEIVING SOCIAL SECURITY?,S,SET OF CODES,.362;15,,True,True,2860806,Is this patient in receipt of Social Security benefits?
0.3623,*AMOUNT OF SOCIAL SECURITY,N,NUMERIC,.362;3,,True,True,2930609,If this applicant is in receipt of Social Security benefits enter the dollar amount received per year.
0.36235,RECEIVING A VA PENSION?,S,SET OF CODES,.362;14,,True,True,3110818,Is this patient receiving a VA pension?
0.3624,AMOUNT OF VA PENSION,N,NUMERIC,.362;4,,True,True,2880923,If this applicant is receiving a VA pension enter the dollar amount received per year.
0.3625,*AMOUNT OF MILITARY RETIREMENT,N,NUMERIC,.362;5,,True,True,2880923,If this applicant is receiving military retirement enter the dollar amount received per year.
0.36255,RECEIVING MILITARY RETIREMENT?,S,SET OF CODES,.362;16,,True,True,2860806,Is this patient receiving military retirement?
0.3626,AMOUNT OF GI INSURANCE,N,NUMERIC,.362;6,,True,True,2880923,If this applicant does have GI Insurance enter the amount for which insured.
0.36265,GI INSURANCE POLICY?,S,SET OF CODES,.362;17,,True,True,2860806,Does this applicant have a GI Insurance policy?
0.3627,AMOUNT OF SSI,N,NUMERIC,.362;7,,True,True,2880923,If this applicant is receiving Supplemental Security Income (SSI) enter the dollar amount received per year.
0.36275,RECEIVING SUP. SECURITY (SSI)?,S,SET OF CODES,.362;19,,True,True,2880601,Does this patient receive Supplemental Security Income (SSI)?
0.3628,AMOUNT OF OTHER RETIREMENT,N,NUMERIC,.362;8,,True,True,2880923,If this patient receives retirment from another source enter the dollar amount received per year.
0.36285,TYPE OF OTHER RETIREMENT,S,SET OF CODES,.362;18,,True,True,2860728,If this patient receives retirement from another source choose from the available listing the source of that retirement.
0.3629,AMOUNT OF OTHER INCOME,N,NUMERIC,.362;9,,True,True,2880923,"If applicable, enter the dollar amount of other income received per year."
0.36295,TOTAL ANNUAL VA CHECK AMOUNT,N,NUMERIC,.362;20,,True,True,3251104,"Enter the total annual VA Check amount for A&A, Housebound, Pension, and Disability."
0.363,PRIMARY LONG ID,F,FREE TEXT,.36;3,,True,True,2960603,Answer must be 1-15 characters in length.
0.364,PRIMARY SHORT ID,F,FREE TEXT,.36;4,,True,True,2911004,Answer must be 1-7 characters in length.
0.368,SERVICE DENTAL INJURY?,S,SET OF CODES,.36;8,,True,True,,Did this patient incur a dental injury while serving in the military?
0.369,SERVICE TEETH EXTRACTED?,S,SET OF CODES,.36;9,,True,True,,Did this patient have teeth extracted while in military service?
0.37,DATE OF DENTAL TREATMENT,D,DATE/TIME,.37;0,,True,False,,If this patient had a dental injury or teeth extracted while in service enter the date(s) of treatment.
0.3721,RATED DISABILITIES (VA),P,POINTER,.372;0,,True,False,,Choose from the available listing those disabilities fro which this patient has been rated by the VA.
0.3731,SERVICE CONNECTED CONDITIONS,A,ADDRESS,.373;0,,True,False,,Enter those conditions [1-30 characters] for which patient claims service connection.
0.381,ELIGIBLE FOR MEDICAID?,S,SET OF CODES,.38;1,,True,True,2970715,Is this patient eligible to receive medicaid coverage?
0.382,DATE MEDICAID LAST ASKED,D,DATE/TIME,.38;2,,True,True,2941208,Type a date indicating the date the 'ELIGIBLE FOR MEDICAID' question was last asked of this patient.
0.383,MEDICAID NUMBER,F,FREE TEXT,.38;3,,True,True,2990921,"Enter the patient's assigned MEDICAID Number, must be 3-30 characters in length."
0.3851,PENSION AWARD EFFECTIVE DATE,D,DATE/TIME,.385;1,,True,True,3110517,Enter the Original Effective Date that Pension Entitlement was awarded to the Veteran by VBA.
0.3852,PENSION AWARD REASON,P,POINTER,.385;2,27.18,True,True,3110918,Select the Pension Award Reason.
0.3853,PENSION TERMINATED DATE,D,DATE/TIME,.385;3,,True,True,3110419,When was the Pension Terminated?
0.3854,PENSION TERMINATED REASON 1,P,POINTER,.385;4,27.18,True,True,3110510,What is the first Pension Terminated Reason?
0.3855,PENSION TERMINATED REASON 2,P,POINTER,.385;5,27.18,True,True,3110510,What is the second Pension Terminated Reason?
0.3856,PENSION TERMINATED REASON 3,P,POINTER,.385;6,27.18,True,True,3110510,What is the third Pension Terminated Reason?
0.3857,PENSION TERMINATED REASON 4,P,POINTER,.385;7,27.18,True,True,3110510,What is the fourth Pension Terminated Reason?
0.3858,CLASS II DENTAL INDICATOR,S,SET OF CODES,.385;8,,True,True,3110419,Enter the Class II Dental Indicator as described in the VBA Military Service data.
0.3859,DENTAL APPL DUE BEFORE DATE,D,DATE/TIME,.385;9,,True,True,3110419,Enter the Dental Application Due Before date as described in the VBA Military Service data.
0.386,PENSION INDICATOR LOCK,S,SET OF CODES,.385;10,,True,True,3110505,Is the Pension Indicator field locked by ESR?
0.3861,PENSION AWARD LOCK,S,SET OF CODES,.385;11,,True,True,3110505,Are the Pension Award fields locked by ESR?
0.39,VETERAN CATASTROPHICALLY DISABLED?,S,SET OF CODES,.39;6,,True,True,3110302,Enter a Yes or No for whether the patient is Catastrophically Disabled.
0.391,DECIDED BY,F,FREE TEXT,.39;1,,True,True,2970520,Enter the name of the VA staff physician who made the decision that the patient was catastrophically disabled.
0.392,DATE OF DECISION,D,DATE/TIME,.39;2,,True,True,2970820,Enter the date the decision was made.
0.393,FACILITY MAKING DETERMINATION,P,POINTER,.39;3,4.0,True,True,2970520,Enter the VAMC that made the catastrophic disability determination.
0.394,REVIEW DATE,D,DATE/TIME,.39;4,,True,True,2970520,Enter the date the catastrophic disability determination was made.
0.395,METHOD OF DETERMINATION,S,SET OF CODES,.39;5,,True,True,2990629,Enter Method of Determination that patient is Catastrophically Disabled.
0.3951,DATE VETERAN REQUESTED CD EVAL,D,DATE/TIME,.39;7,,True,True,3050930,Enter date veteran requested Catastrophically Disabled evaluation. 
0.3952,DATE FACILITY INITIATED REVIEW,D,DATE/TIME,.39;8,,True,True,3140912,Enter the date the VA facility initiated the Catastrophically Disabled review.
0.3953,DATE VETERAN WAS NOTIFIED,D,DATE/TIME,.39;9,,True,True,3140912,Enter the date the veteran was notified of the Catastrophically Disabled decision.
0.396,CD STATUS DIAGNOSES,P,POINTER,.396;0,,True,False,,
0.397,CD STATUS PROCEDURES,P,POINTER,.397;0,,True,False,,
0.398,CD STATUS CONDITIONS,P,POINTER,.398;0,,True,False,,
0.399,CD HISTORY DATE,D,DATE/TIME,.399;0,,True,False,,
0.401,CD DESCRIPTORS,P,POINTER,.401;0,,True,False,3141001,
0.525,POW STATUS INDICATED?,S,SET OF CODES,.52;5,,True,True,3060222,Was this patient a Prisoner of War?
0.526,POW CONFINEMENT LOCATION,P,POINTER,.52;6,22.0,True,True,3040614,For this former POW enter the war in which confined.
0.527,POW FROM DATE,D,DATE/TIME,.52;7,,True,True,3040722,For this former POW enter the date confinement commenced.
0.528,POW TO DATE,D,DATE/TIME,.52;8,,True,True,3040614,For this former POW enter the date confinement ended.
0.529,POW STATUS VERIFIED,D,DATE/TIME,.52;9,,True,True,3060222,
0.5291,COMBAT SERVICE INDICATED?,S,SET OF CODES,.52;11,,True,True,3061023,Did this patient serve in combat?
0.5292,COMBAT SERVICE LOCATION,P,POINTER,.52;12,22.0,True,True,3040610,For this combat veteran enter the war in which combat service was incurred.
0.5293,COMBAT FROM DATE,D,DATE/TIME,.52;13,,True,True,3040722,For this combat veteran enter the date combat service commenced.
0.5294,COMBAT TO DATE,D,DATE/TIME,.52;14,,True,True,3061023,For this combat veteran enter the date combat service ended.
0.5295,COMBAT VETERAN END DATE,D,DATE/TIME,.52;15,,True,True,3040708,
0.5296,CV DATE EDITED,D,DATE/TIME,.52;16,,True,True,3030711,
0.531,CURRENT PH INDICATOR,S,SET OF CODES,.53;1,,True,True,3000926,Enter 'Yes' if patient is a Purple Heart Recipient and is a veteran.
0.532,CURRENT PURPLE HEART STATUS,S,SET OF CODES,.53;2,,True,True,3001122,
0.533,CURRENT PURPLE HEART REMARKS,S,SET OF CODES,.53;3,,True,True,3001215,
0.535,PH DIVISION,P,POINTER,.53;4,4.0,True,True,3010209,
0.541,CURRENT MOH INDICATOR,S,SET OF CODES,.54;1,,True,True,3190416,"If the patient is a Veteran, enter 'Y' if Medal of Honor has been awarded, 'N' if Medal of Honor was revoked or set in e"
0.542,MOH AWARD DATE,D,DATE/TIME,.54;2,,True,True,3190718,"If the patient is a Veteran, enter the date the Medal of Honor was awarded. The date cannot be in the future."
0.543,MOH STATUS DATE,D,DATE/TIME,.54;3,,True,True,3190718,"If the patient is a Veteran, enter the date the MOH Indicator or the MOH Award Date was last modified. The date cannot b"
0.544,MOH COPAYMENT EXEMPTION DATE,D,DATE/TIME,.54;4,,True,True,3190718,"If the patient is a Veteran, enter the date the Veteran is eligible for exemption from payments for healthcare, prescrip"
0.5501,EXPANDED MH CARE TYPE,S,SET OF CODES,.55;1,,True,True,3200124,Enter the expanded mental health care type justifying the EXPANDED MH CARE eligibility selection.
0.5502,AUTOMATIC CHANGE DATE,D,DATE/TIME,.55;2,,True,True,3200527,Enter date/time of automatic change of MH care type.
0.5601,PRESUMPTIVE PSYCHOSIS CATEGORY,S,SET OF CODES,.56;1,,True,True,3230120,Please select the Presumptive Psychosis category
0.571,INDIAN SELF IDENTIFICATION,S,SET OF CODES,.57;1,,True,True,3230819,"Enter YES or NO, as answered by the Applicant on the 1010EZ or 1010EZR in response to the Are you an Indian question."
0.572,INDIAN START DATE,D,DATE/TIME,.57;2,,True,True,3211005,Enter the first date on which the Enrolled Veteran may not be billed for VHA services.
0.573,INDIAN ATTESTATION DATE,D,DATE/TIME,.57;3,,True,True,3230819,"Enter the Stamp Date from the hard copy 1010EZ or 1010EZR. If no Stamp Date was indicated, enter today's date. The date "
0.574,INDIAN END DATE,D,DATE/TIME,.57;4,,True,True,3211005,Enter the date that the INDIAN SELF IDENTIFICATION was changed from YES to NO.
0.575,INDIAN SELF IDENT CHANGE DT/TM,D,DATE/TIME,.57;5,,True,True,3211102,Enter the Date and Time the INDIAN SELF IDENTIFICATION field was updated.
0.576,INDIAN SELF IDENT CHANGE USER,P,POINTER,.57;6,200.0,True,True,3211004,Enter the name of the user that edited the INDIAN SELF IDENTIFICATION field.
0.6,TEST PATIENT INDICATOR,S,SET OF CODES,0;21,,True,True,2951026,THIS FIELD IS USED TO INDENTIFY TEST PATIENTS
1.0,ALIAS,2,2,.01;0,,True,False,,If this patient is known by another name enter that name.
1.01,NAME COMPONENTS,P,POINTER,NAME;1,20.0,False,True,3020419,This field contains a pointer to the NAME COMPONENTS record associated with field #.01.
1.02,K-NAME COMPONENTS,P,POINTER,NAME;2,20.0,False,True,3020419,This field contains a pointer to the NAME COMPONENTS record associated with field #.211.
1.03,K2-NAME COMPONENTS,P,POINTER,NAME;3,20.0,False,True,3020419,This field contains a pointer to the NAME COMPONENTS record associated with field #.2191.
1.04,FATHER'S NAME COMPONENTS,P,POINTER,NAME;4,20.0,False,True,3020419,This field contains a pointer to the NAME COMPONENTS record associated with field #.2401.
1.05,MOTHER'S NAME COMPONENTS,P,POINTER,NAME;5,20.0,False,True,3020725,This field contains a pointer to the NAME COMPONENTS record associated with field #.2402.
1.06,MOTHERS MAIDEN NAME COMPONENTS,P,POINTER,NAME;6,20.0,False,True,3020419,This field contains a pointer to the NAME COMPONENTS record associated with field #.2403.
1.07,E-NAME COMPONENTS,P,POINTER,NAME;7,20.0,False,True,3020419,This field contains a pointer to the NAME COMPONENTS record associated with field #.331.
1.08,E2-NAME COMPONENTS,P,POINTER,NAME;8,20.0,False,True,3020725,This field contains a pointer to the NAME COMPONENTS record associated with field #.3311.
1.09,D-NAME COMPONENTS,P,POINTER,NAME;9,20.0,False,True,3020725,This field contains a pointer to the NAME COMPONENTS record associated with field #.341.
2.0,RACE INFORMATION,P,POINTER,.02;0,,False,False,,
3.0,ENROLLMENT CLINIC,P,POINTER,DE;0,,True,False,,
6.0,ETHNICITY INFORMATION,P,POINTER,.06;0,,False,False,,
7.0,LANGUAGE DATE/TIME,D,DATE/TIME,.207;0,,True,False,3160330,
25.01,CURRENT HEALTH BENEFIT PLAN,P,POINTER,HBP;0,,True,False,,
25.02,HISTORY HEALTH BENEFIT PLAN,D,DATE/TIME,HBP1;0,,True,False,,
27.01,CURRENT ENROLLMENT,P,POINTER,ENR;1,27.11,True,True,3060624,Enter the patient's current enrollment.
27.02,PREFERRED FACILITY,P,POINTER,ENR;2,4.0,True,True,3060930,Enter the facility that the patient chooses to designate as his primary location for care.
27.03,SOURCE DESIGNATION,S,SET OF CODES,ENR;3,,True,True,3101202,
27.04,PT APPLIED FOR ENROLLMENT?,S,SET OF CODES,ENR;4,,True,True,3200902,Select Y or YES if the patient wants to apply for enrollment for VHA Healthcare benefits. Select N or NO if the patient 
53.0,*REACTIONS,S,SET OF CODES,PI;1,,False,True,,
57.1,*HEIGHT(cm),N,NUMERIC,57;1,,False,True,,TYPE A WHOLE NUMBER BETWEEN 100 AND 300
57.2,*WEIGHT(kg),N,NUMERIC,57;2,,False,True,,TYPE A WHOLE NUMBER BETWEEN 40 AND 150
57.4,SPINAL CORD INJURY,S,SET OF CODES,57;4,,True,True,2880816,Enter the appropriate code.
63.0,LABORATORY REFERENCE,P,POINTER,LR;1,63.0,True,True,2831205,Any changes to this entry must be made from the lab data entry routines. This is the patient's record number in the lab 
67.0,LAB REFERRAL REF,P,POINTER,LRT;1,67.0,True,True,2970622,
148.0,CNH CURRENT,S,SET OF CODES,NHC;1,,True,True,2920430,"Answer yes if the patient is in a contract nursing home now.  Otherwise, answer no."
220.0,DENTAL CLASSIFICATION,P,POINTER,DENT;1,220.2,True,True,2850731,
220.1,DENTAL ELIGIBILITY EXPIRATION,D,DATE/TIME,DENT;2,,True,True,2850731,
361.0,PATIENT ELIGIBILITIES,P,POINTER,E;0,,True,False,,Choose from the available listing those eligibilities to which this patient might be entitled which are not his primary 
391.0,TYPE,P,POINTER,TYPE;1,391.0,True,True,2970825,Choose from the available listing the PATIENT TYPE which best classifies this patient.
401.3,CONDITION,S,SET OF CODES,DAC;1,,True,True,2910117,Enter 'S' if this patient is seriouslly ill or '@' to delete.  Enter nothing if the patient is not seriously ill.
401.4,DATE ENTERED ON SI LIST,D,DATE/TIME,DAC;2,,True,True,2900313,For this seriouslly ill patient enter the date placed on the seriouslly ill roster.
404.01,*CURRENT PC PRACTITIONER,P,POINTER,PC;1,200.0,True,True,2980812,This is the patient's Primary Care Practitioner.
404.02,*CURRENT PC TEAM,P,POINTER,PC;2,404.51,True,True,2980812,This is the patient's Primary Care Team.
534.0,PH DATE/TIME UPDATED,D,DATE/TIME,PH;0,,False,False,,
991.01,INTEGRATION CONTROL NUMBER,N,NUMERIC,MPI;1,,True,True,3070508,This field can only be edited by CIRN !
991.02,ICN CHECKSUM,F,FREE TEXT,MPI;2,,True,True,3010215,Answer must be 6 characters in length.
991.03,COORDINATING MASTER OF RECORD,P,POINTER,MPI;3,4.0,True,True,3010713,Enter the coordinating site for the patient.
991.04,LOCALLY ASSIGNED ICN,S,SET OF CODES,MPI;4,,True,True,3060919,This field will be 1 or YES if a LOCAL ICN has been assigned.
991.05,SUBSCRIPTION CONTROL NUMBER,P,POINTER,MPI;5,774.0,True,True,3060919,Enter the patient's Subscription Control Number.
991.06,CMOR ACTIVITY SCORE,N,NUMERIC,MPI;6,,True,True,3060919,"Type a number between 0 and 9999999, 0 Decimal Digits"
991.07,SCORE CALCULATION DATE,D,DATE/TIME,MPI;7,,True,True,2970730,This is the last date that the CMOR Activity Score was calculated at this site.
991.08,TEMPORARY ID NUMBER,F,FREE TEXT,MPI;8,,True,True,3111206,Enter the patient's Department of Defense 9-digit Temporary ID Number.
991.09,FOREIGN ID NUMBER,F,FREE TEXT,MPI;9,,True,True,3111206,Enter the patient's Department of Defense 9-digit Foreign ID Number.
991.1,FULL ICN,F,FREE TEXT,MPI;10,,True,True,3141008,Enter the local or national Integration Control Number (ICN) assigned to the patient.
991.11,INDIVIDUAL TAX ID,N,NUMERIC,MPI;11,,True,True,3210624,Enter the Individual Tax Identification Number (900000000-999999999) for the patient.
991.91,FULL ICN HISTORY,A,ADDRESS,MPIFICNHIS;0,,True,False,,
992.0,ICN HISTORY,A,ADDRESS,MPIFHIS;0,,False,False,,
993.0,CMOR HISTORY,A,ADDRESS,MPICMOR;0,,False,False,,
994.0,MULTIPLE BIRTH INDICATOR,S,SET OF CODES,MPIMB;1,,True,True,3060919,Is the patient part of a multiple birth?
999.0,ABSENCE DIVISION,C,COMPUTED, ; ,,True,True,2850718,
999.1,INPATIENT WARD,C,COMPUTED, ; ,,True,True,2850808,
999.2,LAST MEANS TEST,C,COMPUTED, ; ,,False,True,2930423,
1000.0,DISPOSITION LOG-IN DATE/TIME,D,DATE/TIME,DIS;0,,True,False,,Enter the date/time this patient was registered for care.
1010.15,RECEIVED VA CARE PREVIOUSLY?,S,SET OF CODES,1010.15;5,,True,True,2870120,Has this patient received care in a VA previously.
1010.151,MOST RECENT DATE OF CARE,D,DATE/TIME,1010.15;1,,True,True,2900418,Enter the most recent date of care in a VA facility.
1010.1511,APPOINTMENT REQUEST DATE,D,DATE/TIME,1010.15;11,,True,True,3191106,Enter date VA was notified the enrolling patient is requesting an appointment.
1010.1512,ORIGINAL APPOINTMENT REQUEST,S,SET OF CODES,1010.15;12,,True,True,3190402,Enter 'Y' if the veteran applicant has requested an appointment with a VA doctor/provider on the patient's initial 1010E
1010.1513,ORIGINAL APPT REQUEST DATE,D,DATE/TIME,1010.15;13,,True,True,3190305,Enter the first date the VA was notified that the enrolling patient requested an appointment.
1010.1514,ORIG APPT REQUEST CHG DT/TM,D,DATE/TIME,1010.15;14,,True,True,3190311,Enter the date and time the APPOINTMENT REQUEST ON 1010EZ field was modified. It is used to verify that the most recent 
1010.1515,APPT REQUEST 1010EZ CHG DT/TM,D,DATE/TIME,1010.15;15,,True,True,3190311,Enter the date and time the APPOINTMENT REQUEST ON 1010EZ field was modified. It is used to verify that the most recent 
1010.152,MOST RECENT LOCATION OF CARE,P,POINTER,1010.15;2,4.0,True,True,2840313,Enter the VA in which care was received most recently.
1010.153,2ND MOST RECENT DATE OF CARE,D,DATE/TIME,1010.15;3,,True,True,2900418,Enter the date of care this patient received care in another VA facility.
1010.154,2ND MOST RECENT LOCATION,P,POINTER,1010.15;4,4.0,True,True,2840313,Enter the location of care (VA facility) this patient received other care.
1010.156,MOST RECENT 1010EZ,P,POINTER,1010.15;6,712.0,True,True,3040420,
1010.157,COMBAT INDICATED ON 1010EZ,S,SET OF CODES,1010.15;7,,True,True,3040416,
1010.158,DISABILITY DISCHARGE ON 1010EZ,S,SET OF CODES,1010.15;8,,True,True,3040416,
1010.159,APPOINTMENT REQUEST ON 1010EZ,S,SET OF CODES,1010.15;9,,True,True,3191105,Enter 'Y' if the Veteran applicant has requested an appointment with a VA doctor/provider.
1010.161,APPOINTMENT REQUEST STATUS,S,SET OF CODES,1010.16;1,,True,True,3210201,Enter status of appointment request.
1010.162,DATE STATUS LAST EDITED,D,DATE/TIME,1010.16;2,,True,True,3080317,
1010.163,APPOINTMENT REQUEST COMMENT,F,FREE TEXT,1010.16;3,,True,True,3080331,Answer must be 2-200 characters in length.
1010.164,DATE COMMENT LAST EDITED,D,DATE/TIME,1010.16;4,,True,True,3080317,
1100.01,FUGITIVE FELON FLAG,S,SET OF CODES,FFP;1,,True,True,3021113,Respond 'YES' if a Fugitive Felon warrent has been received for this patient
1100.02,FFF ENTERED BY,P,POINTER,FFP;2,200.0,True,True,3021112,Select the user who is setting the current Fugitive Felon Flag
1100.03,FFF DATE ENTERED,D,DATE/TIME,FFP;3,,True,True,3021205,(No range limit on date)
1100.04,FFF REMOVED BY,P,POINTER,FFP;4,200.0,True,True,3021112,Select the user who removed the Fugitive Felon Flag
1100.05,FFF DATE REMOVED,D,DATE/TIME,FFP;5,,True,True,3021112,Enter the date and time the Fugitive Felon Flag is removed
1100.09,FFF REMOVAL REMARKS,F,FREE TEXT,FFP;9,,True,True,3021204,Answer must be 2-80 characters in length.  This is a short comment about clearing this flag.
1900.0,APPOINTMENT,P,POINTER,S;0,,True,False,,
1901.0,VETERAN (Y/N)?,S,SET OF CODES,VET;1,,True,True,3060802,Is this patient requesting care as a veteran of the U.S. Armed Forces?
1903.0,ARCHIVED DATA,S,SET OF CODES,ARCH;0,,True,False,,
1910.0,COMMUNITY CARE PROGRAM,D,DATE/TIME,5;0,,True,False,,
2001.0,DATE LAST EICD RUN,D,DATE/TIME,INS;1,,True,True,3180607,Enter the date the last EICD Identification inquiry was run for this patient.
3000.0,VTS PATIENT FLAG,S,SET OF CODES,3000;1,,True,True,3120502,Does this patient want to be in the Veteran Transportation Service (VTS) program?
9000.0,DISCHARGED TO CERNER,D,DATE/TIME,CERNER;1,,True,True,3240717,Enter date/time patient was discharged when converted to Cerner.
11500.01,INITIAL ODS TREATMENT RECEIVED,D,DATE/TIME,ODS;1,,True,True,2910112,Enter the date/time this patient was initially seen for an ODS related treatment.
11500.02,RECALLED TO ACTIVE DUTY,S,SET OF CODES,ODS;2,,True,True,2910118,Was this ODS patient recalled to active duty?
11500.03,RANK,P,POINTER,ODS;3,25002.1,True,True,2910117,Enter the grade/rank of this ODS patient
500001.0,IS PATIENT DIABETIC?,S,SET OF CODES,500001;1,,False,True,2881116,
537025.0,NETWORK IDENTIFIER,F,FREE TEXT,537025;1,,True,True,2951215,Answer must be 1-33 characters in length.
537026.0,MHV SOCIALIZATION,D,DATE/TIME,1;0,,True,False,3140912,
537027.0,MHV REGISTERED,S,SET OF CODES,2;1,,True,True,3160719,"Enter YES if the patient is registered in My HealtheVet, otherwise enter NO."
537028.0,MHV AUTHENTICATED,S,SET OF CODES,2;2,,True,True,3150424,"Enter YES if the patient's My HealtheVet registration has been authenticated, otherwise enter NO."
537029.0,MHV SECURE MESSAGING,S,SET OF CODES,2;3,,True,True,3160307,"If the patient has opted to use secure messaging with their My HealtheVet account, enter YES. Otherwise enter NO."
537030.0,MHVREG UPDATE DATE/TIME,D,DATE/TIME,2;4,,True,True,3160720,Enter the date/time My HealtheVet registration was confirmed.
537031.0,MHVAUTH UPDATE DATE/TIME,D,DATE/TIME,2;5,,True,True,3150424,Enter the date/time My HealtheVet registration was authenticated.
537032.0,MHVSM UPDATE DATE/TIME,D,DATE/TIME,2;6,,True,True,3150424,Enter the date/time the patient opted to use secure messaging with their My HealtheVet account.
537033.0,MHV REGISTER DECLINED TEXT,F,FREE TEXT,2.1;1,,True,True,3160720,Enter 2 to 250 characters free text reason the patient declined to register in My HealtheVet.
537034.0,MHV AUTH DECLINED TEXT,F,FREE TEXT,2.2;1,,True,True,3160307,Enter 2 to 250 characters free text reason the patient declined to authenticate their My HealtheVet registration.
537035.0,MHV MSG DECLINED TEXT,F,FREE TEXT,2.3;1,,True,True,3160307,Enter 2 to 250 characters free text reason the patient declined to use secure messaging with their My HealtheVet account
537036.0,MHV REGISTER DECLINED REASON,P,POINTER,2;7,390.03,True,True,3160719,Enter the reason the patient declined to register in My HealtheVet.
537037.0,MHV AUTH DECLINED REASON,P,POINTER,2;8,390.03,True,True,3160328,Enter the reason the patient declined to authenticate their My HealtheVet registration.
537038.0,MHV MSG DECLINED REASON,P,POINTER,2;9,390.03,True,True,3150424,Enter the reason the patient declined to use secure messaging with their My HealtheVet account.
537041.0,MHV MSG ACTIONS,P,POINTER,3;0,,True,False,,
537042.0,MHV AUTH ACTIONS,P,POINTER,4;0,,True,False,,
